Date Received,Incident Date,Processing Time (Days),Airport Code,Airport Name,Airline Name,Claim Type,Claim Site,Item Category,Close Amount,Disposition
03/24/2014,03/13/2014,11,MCO,Orlando International Airport,American Airlines  ,Passenger Property Loss,Checked Baggage,"""Baggage/Cases/Purses""",0,Deny
03/21/2014,02/08/2014,41,EWR,Newark International Airport,UAL  ,Property Damage,Checked Baggage,"""Sporting Equipment & Supplies""",88.37,Settle
03/24/2014,12/20/2013,94,MIA,Miami International Airport,American Airlines  ,Passenger Property Loss,Checked Baggage,"""Jewelry & Watches""",0,Deny
03/24/2014,03/19/2014,5,LAS,McCarran International,Southwest Airlines  ,Property Damage,Checked Baggage,"""Sporting Equipment & Supplies""",129,Approve in Full
03/24/2014,03/21/2014,3,MHT,Manchester Regional Airport,Delta Air Lines  ,Property Damage,Checked Baggage,"""Tools & Home Improvement Supplies""",0,Deny
03/21/2014,01/27/2014,53,MHK,Manhattan Regional,American Airlines  ,Passenger Property Loss,Checked Baggage,"""Clothing""",0,Deny
03/24/2014,02/11/2014,41,DCA,Ronald Reagan Washington National Airport,Virgin America,Property Damage,Checked Baggage,"""Other""",140.94,Approve in Full
03/27/2014,03/13/2014,14,DAY,James M. Cox Dayton International,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,"""Travel Accessories""",6.98,Approve in Full
03/26/2014,03/12/2014,14,JAN,Jackson International,Delta Air Lines  ,Property Damage,Checked Baggage,"""Computer & Accessories""",0,Deny
03/24/2014,03/06/2014,18,RDU,Raleigh-Durham International,Frontier Airlines,Passenger Property Loss,Checked Baggage,"""Cosmetics & Grooming""",80,Approve in Full
03/25/2014,03/02/2014,23,HNL,Honolulu International Airport,UAL  ,Passenger Property Loss,Checked Baggage,"""Food & Drink""",0,Deny
03/25/2014,02/28/2014,25,HGR,Hagerstown Regional,Allegiant Air,Property Damage,Checked Baggage,"""Baggage/Cases/Purses""",0,Deny
03/25/2014,02/21/2014,32,PWM,Portland International Jetport,USAir  ,Property Damage,Checked Baggage,"""Baggage/Cases/Purses""",0,Deny
03/21/2014,02/28/2014,21,JFK,John F. Kennedy International,Virgin America,Property Damage,Checked Baggage,"""Musical Instruments & Accessories""",0,Deny
03/25/2014,03/15/2014,10,MCO,Orlando International Airport,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,"""Cosmetics & Grooming""",31.95,Approve in Full
03/26/2014,03/12/2014,14,SAT,San Antonio International,UAL  ,Property Damage,Checked Baggage,"""Computer & Accessories""",0,Deny
03/25/2014,03/13/2014,12,MIA,Miami International Airport,-,Property Damage,Checked Baggage,"""Clothing""",0,Deny
03/25/2014,03/21/2014,4,PDX,Portland International,-,Passenger Property Loss,Checked Baggage,"""Clothing""",0,Deny
03/25/2014,01/02/2014,82,SEA,Seattle-Tacoma International,USAir  ,Passenger Property Loss,Checked Baggage,"""Medical/Science; Other""",0,Deny
03/25/2014,08/27/2013,210,ORD,Chicago O'Hare International Airport,UAL  ,Property Damage,Checked Baggage,"""""Books & Magazines & Other""""",46.89,Approve in Full
03/24/2014,03/03/2014,21,LAS,McCarran International,Southwest Airlines  ,Property Damage,Checked Baggage,"""Cosmetics & Grooming""",30,Approve in Full
03/24/2014,03/07/2014,17,BWI,Baltimore/Washington Intl Thurgood Marshall,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,"""Cosmetics & Grooming""",37.99,Approve in Full
03/24/2014,03/15/2014,9,DTW,Detroit Metropolitan Wayne County Airport,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,"""Other""",0,Deny
03/26/2014,03/11/2014,15,DEN,Denver International Airport ,American Airlines  ,Property Damage,Checked Baggage,"""Other""",82,Approve in Full
03/26/2014,03/11/2014,15,SEA,Seattle-Tacoma International,Alaska Airlines  ,Passenger Property Loss,Checked Baggage,"""Other""",0,Deny
03/25/2014,12/28/2013,87,IAH,Houston - George Bush Intercontinental Airport,British Airways  ,Passenger Property Loss,Checked Baggage,"""Personal Electronics""",0,Deny
03/26/2014,03/25/2014,1,JFK,John F. Kennedy International,British Airways  ,Property Damage,Checked Baggage,"""Baggage/Cases/Purses""",107,Settle
03/25/2014,03/10/2014,15,DEN,Denver International Airport ,AirTran Airlines,Property Damage,Checked Baggage,"""Baggage/Cases/Purses""",0,Deny
03/25/2014,03/21/2014,4,PHL,Philadelphia International Airport,American Airlines  ,Property Damage,Checked Baggage,"""Computer & Accessories""",833.92,Settle
03/27/2014,03/24/2014,3,IAD,Washington Dulles International,UAL  ,Passenger Property Loss,Checked Baggage,"""Jewelry & Watches; Other""",0,Deny
03/26/2014,03/14/2014,12,BOS,Boston (Logan) International Airport ,American Airlines  ,Passenger Property Loss,Checked Baggage,"""Travel Accessories""",0,Deny
03/26/2014,03/21/2014,5,ATL,Hartsfield-Jackson Atlanta International Airport,Air France,Passenger Property Loss,Checked Baggage,"""Tools & Home Improvement Supplies""",500,Settle
03/24/2014,03/17/2014,7,TLH,Tallahassee Regional,USAir  ,Passenger Property Loss,Checked Baggage,"""Household Items""",0,Deny
03/27/2014,01/08/2014,78,MIA,Miami International Airport,Swiss Air  ,Passenger Property Loss,Checked Baggage,"""Other""",125.45,Approve in Full
03/24/2014,02/06/2014,46,MHT,Manchester Regional Airport,Southwest Airlines  ,Property Damage,Checked Baggage,"""Baggage/Cases/Purses""",0,Deny
03/26/2014,12/21/2013,95,PHL,Philadelphia International Airport,British Airways  ,Property Damage,Checked Baggage,"""Baggage/Cases/Purses""",0,Deny
03/26/2014,03/22/2014,4,MCO,Orlando International Airport,Delta Air Lines  ,Property Damage,Checked Baggage,"""Personal Electronics""",250,Approve in Full
03/27/2014,03/11/2014,16,SAV,Savannah International,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,"""Computer & Accessories""",599.99,Settle
03/26/2014,03/06/2014,20,DEN,Denver International Airport ,AirTran Airlines,Passenger Property Loss,Checked Baggage,"""Jewelry & Watches""",0,Deny
03/24/2014,03/06/2014,18,MCO,Orlando International Airport,Delta Air Lines  ,Property Damage,Checked Baggage,"""Baggage/Cases/Purses""",0,Deny
03/26/2014,03/14/2014,12,ORD,Chicago O'Hare International Airport,British Airways  ,Passenger Property Loss,Checked Baggage,"""Computer & Accessories""",0,Deny
03/27/2014,03/18/2014,9,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,"""Clothing""",0,Deny
03/27/2014,02/20/2014,35,DFW,Dallas-Fort Worth International Airport ,American Airlines  ,Passenger Property Loss,Checked Baggage,"""Jewelry & Watches; Jewelry & Watches""",0,Deny
03/27/2014,03/13/2014,14,TUL,Tulsa International Airport,Southwest Airlines  ,Property Damage,Checked Baggage,"""Personal Electronics""",0,Deny
03/27/2014,02/11/2014,44,LAX,Los Angeles International Airport ,Singapore Airlines  ,Passenger Property Loss,Checked Baggage,"""Cosmetics & Grooming; Personal Accessories; Personal Electronics""",0,Deny
03/27/2014,03/18/2014,9,MCO,Orlando International Airport,Jet Blue,Property Damage,Checked Baggage,"""Baggage/Cases/Purses""",106.24,Approve in Full
03/27/2014,02/22/2014,33,JFK,John F. Kennedy International,China Eastern Airlines  ,Passenger Property Loss,Checked Baggage,"""Computer & Accessories""",850,Settle
03/27/2014,03/16/2014,11,F,Foreign airport,Westjet Airlines Ltd  ,Passenger Property Loss,Checked Baggage,"""Other""",0,Deny
03/26/2014,02/03/2014,51,BOS,Boston (Logan) International Airport ,American Airlines  ,Passenger Property Loss,Checked Baggage,"""Clothing""",69.95,Approve in Full
03/26/2014,03/07/2014,19,MIA,Miami International Airport,USAir  ,Passenger Property Loss,Checked Baggage,"""Other""",0,Deny
03/28/2014,01/24/2014,63,CLE,Cleveland Hopkins International,UAL  ,Passenger Property Loss,Checked Baggage,"""Clothing""",180,Settle
03/31/2014,12/19/2013,102,DEN,Denver International Airport ,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,"""Travel Accessories""",0,Deny
03/28/2014,03/10/2014,18,PGD,Charlotte County,Allegiant Air,Passenger Property Loss,Checked Baggage,"""Travel Accessories""",15,Approve in Full
03/26/2014,03/18/2014,8,LAS,McCarran International,American Airlines  ,Passenger Property Loss,Checked Baggage,"""Other""",0,Deny
03/26/2014,03/08/2014,18,SEA,Seattle-Tacoma International,UAL  ,Passenger Property Loss,Checked Baggage,"""Personal Accessories""",140.81,Settle
03/27/2014,02/22/2014,33,MIA,Miami International Airport,American Airlines  ,Passenger Property Loss,Checked Baggage,"""Baggage/Cases/Purses; Jewelry & Watches""",0,Deny
03/27/2014,02/22/2014,33,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,"""Clothing; Currency; Other""",294.3,Approve in Full
03/28/2014,02/25/2014,31,CLT,Charlotte/Douglas International Airport,Delta Air Lines  ,Property Damage,Checked Baggage,"""Cameras""",49.12,Settle
03/25/2014,01/26/2014,58,MSP,Minneapolis/ St.Paul International Airport,Delta Air Lines  ,Property Damage,Checked Baggage,"""Baggage/Cases/Purses""",0,Deny
03/26/2014,01/12/2014,73,MIA,Miami International Airport,American Airlines  ,Passenger Property Loss,Checked Baggage,"""Medical/Science; Other""",0,Deny
03/27/2014,03/04/2014,23,JFK,John F. Kennedy International,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,"""Cameras""",0,Deny
03/26/2014,03/12/2014,14,MCO,Orlando International Airport,American Airlines  ,Property Damage,Checked Baggage,"""Other""",0,Deny
03/25/2014,02/12/2014,41,CMH,Port Columbus International,British Airways  ,Passenger Property Loss,Checked Baggage,"""Other""",0,Deny
03/24/2014,03/14/2014,10,LAX,Los Angeles International Airport ,American Airlines  ,Passenger Property Loss,Checked Baggage,"""Sporting Equipment & Supplies""",175,Settle
03/28/2014,03/19/2014,9,MCO,Orlando International Airport,AirTran Airlines,Property Damage,Checked Baggage,"""Toys & Games""",0,Deny
03/26/2014,03/06/2014,20,LIH,Lihue Airport,Hawaiian Airlines  ,Passenger Property Loss,Checked Baggage,"""Baggage/Cases/Purses""",0,Deny
03/28/2014,02/05/2014,51,LAX,Los Angeles International Airport ,UAL  ,Passenger Property Loss,Checked Baggage,"""Travel Accessories""",12.22,Settle
03/28/2014,03/15/2014,13,DEN,Denver International Airport ,Delta Air Lines  ,Property Damage,Checked Baggage,"""Other""",0,Deny
03/28/2014,02/18/2014,38,IAD,Washington Dulles International,Turkish Airlines  ,Passenger Property Loss,Checked Baggage,"""Cosmetics & Grooming""",0,Deny
03/28/2014,03/02/2014,26,JFK,John F. Kennedy International,Virgin America,Passenger Property Loss,Checked Baggage,"""Cameras""",0,Deny
03/27/2014,03/26/2014,1,RNO,Reno/Tahoe International,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,"""Travel Accessories""",0,Deny
03/27/2014,03/17/2014,10,LAS,McCarran International,Allegiant Air,Passenger Property Loss,Checked Baggage,"""Travel Accessories""",15,Approve in Full
03/28/2014,03/23/2014,5,TPA,Tampa International,Westjet Airlines Ltd  ,Passenger Property Loss,Checked Baggage,"""Toys & Games""",85,Approve in Full
03/28/2014,02/09/2014,47,OAK,Metropolitan Oakland International,USAir  ,Passenger Property Loss,Checked Baggage,"""Hunting & Fishing Items""",66.95,Settle
03/26/2014,03/12/2014,14,MSY,New Orleans International,UAL  ,Passenger Property Loss,Checked Baggage,"""Tools & Home Improvement Supplies""",49.98,Approve in Full
03/28/2014,03/24/2014,4,PHX,Phoenix Sky Harbor International,Westjet Airlines Ltd  ,Passenger Property Loss,Checked Baggage,"""Other""",14,Approve in Full
03/28/2014,03/12/2014,16,ABQ,Albuquerque International Sunport Airport,Southwest Airlines  ,Property Damage,Checked Baggage,"""Other""",50,Approve in Full
03/28/2014,03/12/2014,16,BOS,Boston (Logan) International Airport ,UAL  ,Property Damage,Checked Baggage,"""Musical Instruments & Accessories""",100,Approve in Full
03/27/2014,01/05/2014,81,GUM,Guam,UAL  ,Passenger Property Loss,Checked Baggage,"""Automobile Parts & Accessories""",0,Deny
03/28/2014,03/26/2014,2,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,"""Cosmetics & Grooming""",0,Deny
03/27/2014,02/27/2014,28,IAD,Washington Dulles International,UAL  ,Passenger Property Loss,Checked Baggage,"""Clothing""",145.34,Approve in Full
03/27/2014,01/17/2014,69,F,Foreign airport,Air France,Property Damage,Checked Baggage,"""Other""",0,Deny
03/28/2014,09/18/2013,191,BDL,Bradley International Airport,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,"""Clothing""",0,Deny
03/24/2014,02/13/2014,39,BOS,Boston (Logan) International Airport ,Southwest Airlines  ,Property Damage,Checked Baggage,"""Baggage/Cases/Purses""",0,Deny
04/01/2014,03/25/2014,7,EWR,Newark International Airport,UAL  ,Passenger Property Loss,Checked Baggage,"""Cosmetics & Grooming""",300,Approve in Full
03/28/2014,03/16/2014,12,LGA,LaGuardia ,American Airlines  ,Passenger Property Loss,Checked Baggage,"""Travel Accessories""",22.16,Approve in Full
03/28/2014,03/15/2014,13,AUS,Austin-Bergstrom International Airport,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,"""Jewelry & Watches""",0,Deny
03/28/2014,03/06/2014,22,FLL,Ft. Lauderdale-Hollywood International,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,"""Sporting Equipment & Supplies""",0,Deny
04/01/2014,02/28/2014,32,CMH,Port Columbus International,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,"""Sporting Equipment & Supplies""",0,Deny
03/28/2014,02/23/2014,33,SJU,Luis Munoz Marin International,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,"""Jewelry & Watches""",0,Deny
03/28/2014,02/22/2014,34,LAX,Los Angeles International Airport ,-,Property Damage,Checked Baggage,"""Medical/Science""",0,Deny
03/31/2014,02/26/2014,33,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines  ,Property Damage,Checked Baggage,"""Other""",0,Deny
03/31/2014,03/30/2014,1,DFW,Dallas-Fort Worth International Airport ,American Airlines  ,Passenger Property Loss,Checked Baggage,"""Personal Electronics""",133.33,Settle
03/31/2014,03/06/2014,25,BOS,Boston (Logan) International Airport ,Lufthansa  ,Property Damage,Checked Baggage,"""Baggage/Cases/Purses""",93.47,Settle
03/28/2014,03/07/2014,21,FLL,Ft. Lauderdale-Hollywood International,Southwest Airlines  ,Property Damage,Checked Baggage,"""Baggage/Cases/Purses""",0,Deny
03/31/2014,12/31/2013,90,SJU,Luis Munoz Marin International,USAir  ,Passenger Property Loss,Checked Baggage,"""Personal Electronics""",0,Deny
04/01/2014,03/22/2014,10,BDL,Bradley International Airport,Delta Air Lines  ,Property Damage,Checked Baggage,"""Sporting Equipment & Supplies""",110,Approve in Full
03/26/2014,03/13/2014,13,EWR,Newark International Airport,Air India,Passenger Property Loss,Checked Baggage,"""Personal Electronics""",347.22,Settle
03/31/2014,03/24/2014,7,PHX,Phoenix Sky Harbor International,USAir  ,Property Damage,Checked Baggage,"""Household Items""",0,Deny
03/31/2014,03/27/2014,4,MCO,Orlando International Airport,Delta Air Lines  ,Property Damage,Checked Baggage,"""Other""",0,Deny
03/28/2014,03/25/2014,3,LAX,Los Angeles International Airport ,Qantas Airlines,Passenger Property Loss,Checked Baggage,"""Clothing""",0,Deny
04/01/2014,03/16/2014,16,RSW,Southwest Florida International,Southwest Airlines  ,Property Damage,Checked Baggage,"""Baggage/Cases/Purses""",0,Deny
03/26/2014,03/14/2014,12,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines  ,Property Damage,Checked Baggage,"""Baggage/Cases/Purses""",0,Deny
04/01/2014,03/14/2014,18,OMA,Eppley Airfield,-,Passenger Property Loss,Checked Baggage,"""Clothing""",43.81,Approve in Full
03/31/2014,03/04/2014,27,MSP,Minneapolis/ St.Paul International Airport,USAir  ,Passenger Property Loss,Checked Baggage,"""Baggage/Cases/Purses""",0,Deny
04/02/2014,02/22/2014,39,LGA,LaGuardia ,UAL  ,Passenger Property Loss,Checked Baggage,"""Clothing; Personal Electronics""",0,Deny
04/01/2014,03/18/2014,14,MSY,New Orleans International,American Airlines  ,Passenger Property Loss,Checked Baggage,"""Cosmetics & Grooming; Hunting & Fishing Items""",200,Approve in Full
04/01/2014,03/22/2014,10,ORD,Chicago O'Hare International Airport,American Airlines  ,Passenger Property Loss,Checked Baggage,"""Other""",0,Deny
04/01/2014,03/26/2014,6,CLE,Cleveland Hopkins International,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,"""Clothing""",75,Approve in Full
03/31/2014,03/18/2014,13,IAH,Houston - George Bush Intercontinental Airport,UAL  ,Property Damage,Checked Baggage,"""Home Decor""",38.37,Approve in Full
04/01/2014,03/15/2014,17,ORH,Worcester Regional,-,Passenger Property Loss,Checked Baggage,"""Cameras""",0,Deny
03/31/2014,03/08/2014,23,IAH,Houston - George Bush Intercontinental Airport,UAL  ,Passenger Property Loss,Checked Baggage,"""Hunting & Fishing Items""",0,Deny
04/01/2014,03/30/2014,2,BWI,Baltimore/Washington Intl Thurgood Marshall,Southwest Airlines  ,Property Damage,Checked Baggage,"""Baggage/Cases/Purses; Travel Accessories""",0,Deny
04/01/2014,03/25/2014,7,JFK,John F. Kennedy International,British Airways  ,Property Damage,Checked Baggage,"""Baggage/Cases/Purses""",0,Deny
03/27/2014,09/30/2013,178,LIH,Lihue Airport,USAir  ,Property Damage,Checked Baggage,"""Food & Drink""",0,Deny
04/01/2014,03/31/2014,1,LAX,Los Angeles International Airport ,China Airlines  ,Property Damage,Checked Baggage,"""Baggage/Cases/Purses""",740,Approve in Full
04/01/2014,02/27/2014,33,ORD,Chicago O'Hare International Airport,American Airlines  ,Passenger Property Loss,Checked Baggage,"""Cosmetics & Grooming""",0,Deny
03/31/2014,03/16/2014,15,DTW,Detroit Metropolitan Wayne County Airport,Air France,Passenger Property Loss,Checked Baggage,"""Hunting & Fishing Items""",0,Deny
04/03/2014,03/28/2014,6,LAX,Los Angeles International Airport ,Lufthansa  ,Passenger Property Loss,Checked Baggage,"""Clothing""",180,Approve in Full
